order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
31,1091,2025-01-15,165,2,309.37,618.74,Completed,2025-01-28
32,4734,2020-07-01,9,4,126.0,504.0,Completed,2020-07-02
33,2843,2024-08-24,288,5,109.21,546.05,Completed,2024-08-30
34,4477,2024-08-10,455,4,235.42,941.68,Completed,2024-08-12
35,4912,2026-08-13,135,2,47.99,95.98,Completed,2026-08-15
36,7872,2024-06-13,92,2,128.25,256.5,Completed,2024-06-25
37,4868,2024-05-10,353,5,101.26,506.3,Completed,2024-05-17
38,1839,2026-05-25,411,1,28.16,28.16,Pending,
39,7874,2024-09-14,458,1,20.77,20.77,Completed,2024-09-18
40,541,2025-07-16,140,6,83.15,498.9,Completed,2025-07-28
41,8807,2021-01-05,155,1,32.82,32.82,Completed,2021-01-10
42,5569,2025-09-18,228,6,58.61,351.66,Completed,2025-09-20
43,3648,2025-01-04,389,1,53.56,53.56,Cancelled,2025-01-06
44,978,2025-09-14,409,1,115.36,115.36,Completed,2025-09-15
45,2658,2025-10-28,226,1,96.32,96.32,Completed,2025-10-29
46,861,2021-08-08,28,2,13.29,26.58,Completed,2021-08-18
47,8136,2026-07-04,58,1,24.94,24.94,Cancelled,2026-07-12
48,7989,2021-06-17,16,1,31.71,31.71,Pending,
49,1473,2024-11-30,58,3,26.33,78.99,Completed,2024-12-11
50,880,2025-08-16,200,6,23.02,138.12,Completed,2025-08-30
51,3514,2025-12-27,40,2,139.55,279.1,Pending,
52,2191,2025-04-01,107,1,13.5,13.5,Completed,2025-04-13
53,8783,2026-01-31,176,3,27.36,82.08,Completed,2026-02-05
54,3218,2020-02-27,216,3,22.59,67.77,Completed,2020-03-04
55,4050,2026-07-22,101,4,13.54,54.16,Completed,2026-08-04
56,5401,2025-01-18,450,2,4.86,9.72,Completed,2025-01-22
57,9641,2024-10-06,188,4,19.11,76.44,Completed,2024-10-15
58,1750,2023-03-09,493,1,66.61,66.61,Completed,2023-03-18
59,8710,2023-06-13,465,2,16.02,32.04,Cancelled,2023-06-20
60,5071,2026-08-27,123,6,16.64,99.84,Completed,2026-08-29
61,124,2026-04-22,12,1,98.01,98.01,Completed,2026-05-04
62,9999,2023-08-02,124,3,183.99,551.97,Completed,2023-08-16
63,4932,2023-11-13,292,1,22.06,22.06,Completed,2023-11-27
64,9010,2024-10-17,316,2,294.32,588.64,Completed,2024-10-17
65,1385,2025-12-05,463,1,102.75,102.75,Completed,2025-12-15
66,8180,2025-07-22,180,1,15.86,15.86,Completed,2025-08-01
67,6845,2026-04-16,18,2,40.04,80.08,Completed,2026-04-26
68,4231,2025-12-20,6,1,199.39,199.39,Completed,2025-12-24
69,3119,2025-09-14,158,1,17.51,17.51,Completed,2025-09-20
70,4670,2021-10-03,222,4,17.01,68.04,Cancelled,2021-10-06
71,1897,2024-12-24,494,2,76.22,152.44,Completed,2024-12-27
72,3140,2026-04-02,163,2,92.36,184.72,Completed,2026-04-13
73,8484,2024-09-10,247,2,14.92,29.84,Pending,
74,9768,2025-08-28,440,1,107.43,107.43,Cancelled,2025-08-29
75,5589,2023-09-12,449,3,29.07,87.21,Completed,2023-09-26
76,5088,2024-06-30,62,5,86.01,430.05,Completed,2024-06-30
77,1490,2024-05-21,24,1,20.3,20.3,Completed,2024-05-26
78,929,2024-03-10,366,2,8.3,16.6,Pending,
79,3906,2020-09-27,221,1,70.55,70.55,Completed,2020-10-10
80,8809,2024-03-05,478,2,62.22,124.44,Pending,
81,1332,2021-07-21,254,1,74.2,74.2,Completed,2021-07-26
82,6807,2025-12-05,181,4,64.34,257.36,Completed,2025-12-05
83,7624,2024-01-28,78,2,65.86,131.72,Completed,2024-02-01
84,517,2026-07-11,108,2,43.37,86.74,Completed,2026-07-24
85,7086,2026-02-20,150,2,19.77,39.54,Completed,2026-02-22
86,1524,2023-11-03,416,4,88.7,354.8,Completed,2023-11-15
87,705,2023-07-23,287,3,24.89,74.67,Completed,2023-08-04
88,276,2023-10-21,136,3,24.77,74.31,Pending,
89,9894,2026-02-28,356,1,72.59,72.59,Completed,2026-03-03
90,2358,2023-12-10,76,3,109.84,329.52,Completed,2023-12-11
91,4274,2026-07-05,160,7,19.97,139.79,Completed,2026-07-06
92,8594,2025-03-01,425,5,233.7,1168.5,Pending,
93,4068,2024-12-28,318,3,46.19,138.57,Cancelled,2025-01-03
94,9535,2024-08-19,384,4,9.15,36.6,Completed,2024-08-28
95,967,2025-09-15,379,3,25.29,75.87,Pending,
96,877,2023-12-03,316,1,332.54,332.54,Completed,2023-12-03
97,4889,2026-01-19,299,1,18.22,18.22,Cancelled,2026-01-25
98,9409,2026-07-20,222,2,18.7,37.4,Completed,2026-07-30
99,9385,2025-09-04,418,2,123.07,246.14,Completed,2025-09-18
100,6571,2025-08-19,232,2,394.22,788.44,Completed,2025-08-25
101,6703,2026-05-11,122,3,12.26,36.78,Completed,2026-05-13
102,8056,2023-05-18,465,4,16.46,65.84,Completed,2023-05-26
103,8441,2026-08-14,232,3,347.95,1043.85,Completed,2026-08-14
104,8397,2025-12-07,439,8,105.09,840.72,Completed,2025-12-13
105,23,2026-04-10,465,2,14.73,29.46,Completed,2026-04-21
106,3034,2024-01-16,311,4,55.52,222.08,Pending,
107,2990,2024-08-22,247,1,16.49,16.49,Completed,2024-09-03
108,4615,2025-10-08,195,5,135.5,677.5,Completed,2025-10-11
109,1809,2024-07-06,185,4,24.16,96.64,Completed,2024-07-18
110,1704,2026-08-10,442,2,54.32,108.64,Completed,2026-08-18
111,2642,2026-04-25,373,1,143.38,143.38,Completed,2026-04-26
112,7793,2025-05-07,12,2,84.91,169.82,Completed,2025-05-18
113,8200,2022-08-02,467,1,125.08,125.08,Completed,2022-08-12
114,3486,2026-05-17,210,1,12.21,12.21,Completed,2026-05-23
115,1012,2022-08-02,150,1,21.16,21.16,Completed,2022-08-02
116,1376,2026-02-02,239,4,16.7,66.8,Completed,2026-02-12
117,8491,2020-07-02,275,1,83.42,83.42,Completed,2020-07-03
118,4419,2023-04-17,343,2,381.28,762.56,Completed,2023-04-17
119,9266,2021-10-14,22,1,36.26,36.26,Completed,2021-10-21
120,9179,2023-01-17,187,3,161.73,485.19,Pending,
121,438,2024-03-31,336,1,29.61,29.61,Completed,2024-04-11
122,4872,2026-05-27,35,4,56.86,227.44,Completed,2026-05-27
123,1906,2024-06-11,216,1,21.94,21.94,Pending,
124,6999,2021-06-11,315,2,31.12,62.24,Completed,2021-06-14
125,7469,2025-10-08,295,4,25.58,102.32,Completed,2025-10-22
126,4936,2024-03-23,252,5,19.31,96.55,Completed,2024-03-27
127,476,2020-06-06,253,2,22.86,45.72,Completed,2020-06-15
128,5368,2026-08-30,166,2,12.96,25.92,Completed,2026-08-30
129,4829,2024-04-25,395,4,334.42,1337.68,Completed,2024-05-05
130,119,2021-09-02,328,4,26.25,105.0,Completed,2021-09-02
131,9430,2025-12-30,257,2,63.9,127.8,Cancelled,2026-01-06
132,1781,2025-05-26,41,5,13.5,67.5,Completed,2025-05-27
133,1498,2022-10-09,401,2,72.59,145.18,Completed,2022-10-21
134,85,2024-01-11,125,1,46.44,46.44,Completed,2024-01-13
135,9735,2026-05-05,133,2,90.27,180.54,Completed,2026-05-18
136,9948,2025-04-28,354,8,71.14,569.12,Completed,2025-05-05
137,5305,2024-03-13,280,3,10.5,31.5,Completed,2024-03-15
138,8364,2025-09-04,140,4,78.77,315.08,Cancelled,2025-09-13
139,8165,2026-04-29,265,5,72.58,362.9,Completed,2026-04-30
140,631,2025-06-19,203,2,200.56,401.12,Completed,2025-06-22
141,5367,2025-09-16,380,1,10.94,10.94,Pending,
142,668,2025-03-12,16,3,32.47,97.41,Completed,2025-03-26
143,892,2026-06-24,139,2,21.42,42.84,Pending,
144,7055,2024-12-28,110,1,14.36,14.36,Completed,2025-01-04
145,1370,2022-12-13,427,5,285.31,1426.55,Completed,2022-12-22
146,7343,2026-04-19,438,1,215.51,215.51,Completed,2026-04-24
147,7520,2025-08-18,146,1,56.08,56.08,Cancelled,2025-08-19
148,1824,2025-07-18,466,2,71.85,143.7,Completed,2025-07-19
149,8217,2022-10-22,259,2,72.99,145.98,Completed,2022-11-04
150,7646,2026-05-19,444,1,8.13,8.13,Completed,2026-05-29
151,7509,2022-06-27,410,5,23.83,119.15,Completed,2022-06-27
152,25,2024-06-24,472,5,55.86,279.3,Cancelled,2024-07-08
153,9394,2025-12-17,354,2,70.37,140.74,Cancelled,2025-12-24
154,7741,2024-01-28,157,2,143.05,286.1,Cancelled,2024-02-11
155,2623,2024-10-23,318,3,45.21,135.63,Completed,2024-10-26
156,6621,2022-06-21,468,2,21.96,43.92,Completed,2022-06-28
157,8533,2026-04-05,311,7,56.89,398.23,Completed,2026-04-15
158,5402,2022-08-21,126,3,361.3,1083.9,Pending,
159,199,2022-05-28,464,4,14.39,57.56,Completed,2022-05-30
160,4052,2024-07-15,86,2,63.35,126.7,Completed,2024-07-28
161,4466,2023-05-19,322,1,66.25,66.25,Pending,
162,1455,2024-07-24,235,4,3.91,15.64,Completed,2024-08-07
163,5403,2026-02-20,15,6,61.24,367.44,Completed,2026-03-06
164,4390,2025-05-29,443,5,30.86,154.3,Completed,2025-06-03
165,5458,2024-07-19,225,1,76.37,76.37,Completed,2024-07-26
166,5280,2026-07-14,404,1,36.19,36.19,Completed,2026-07-23
167,9251,2024-03-15,230,2,22.55,45.1,Pending,
168,5826,2022-07-14,112,5,85.92,429.6,Completed,2022-07-21
169,9831,2024-12-27,394,7,9.33,65.31,Completed,2025-01-05
170,3230,2026-01-19,411,2,30.54,61.08,Completed,2026-01-29
171,6596,2026-01-26,383,1,23.89,23.89,Completed,2026-01-26
172,8958,2026-01-11,141,6,123.91,743.46,Completed,2026-01-23
173,4798,2024-01-31,219,2,41.56,83.12,Completed,2024-02-10
174,4937,2026-05-19,299,2,18.8,37.6,Completed,2026-05-29
175,1193,2024-01-26,147,2,184.23,368.46,Completed,2024-02-07
176,9395,2022-02-13,297,3,20.2,60.6,Completed,2022-02-18
177,2534,2026-06-22,491,2,60.0,120.0,Completed,2026-06-23
178,5520,2022-12-05,3,1,10.21,10.21,Completed,2022-12-16
179,8490,2023-08-02,200,2,22.5,45.0,Completed,2023-08-15
180,4256,2023-02-13,183,5,31.56,157.8,Pending,
181,5783,2022-08-30,45,4,340.36,1361.44,Cancelled,2022-09-12
182,4689,2022-09-10,19,1,45.99,45.99,Pending,
183,8447,2024-02-27,105,1,19.95,19.95,Cancelled,2024-02-28
184,5797,2023-05-09,204,1,8.0,8.0,Completed,2023-05-15
185,5248,2025-03-08,213,6,76.81,460.86,Pending,
186,8147,2023-05-10,92,1,125.99,125.99,Cancelled,2023-05-16
187,2545,2025-04-03,325,2,75.06,150.12,Completed,2025-04-06
188,8206,2025-01-16,339,2,26.67,53.34,Completed,2025-01-25
189,876,2025-10-28,154,2,76.98,153.96,Completed,2025-11-02
190,6,2021-07-19,161,1,28.11,28.11,Completed,2021-07-27
191,6005,2026-06-04,317,1,124.43,124.43,Pending,
192,7330,2023-01-19,153,3,43.22,129.66,Completed,2023-01-29
193,2256,2024-06-03,35,2,56.63,113.26,Completed,2024-06-16
194,5953,2026-08-14,305,4,132.61,530.44,Completed,2026-08-20
195,4905,2026-06-02,414,1,30.05,30.05,Pending,
196,2017,2026-07-09,136,1,24.19,24.19,Pending,
197,8403,2025-04-21,334,1,55.76,55.76,Cancelled,2025-05-02
198,2244,2023-02-07,164,1,165.91,165.91,Completed,2023-02-19
199,7675,2021-09-11,428,2,27.88,55.76,Completed,2021-09-18
200,2018,2026-08-21,350,1,77.85,77.85,Cancelled,2026-08-28
201,2590,2026-07-22,272,6,170.99,1025.94,Completed,2026-08-04
202,493,2026-01-24,201,1,193.13,193.13,Completed,2026-02-07
203,3020,2025-09-02,202,1,85.29,85.29,Pending,
204,3642,2026-02-02,89,1,93.12,93.12,Completed,2026-02-15
205,8988,2025-10-18,225,3,72.76,218.28,Completed,2025-10-18
206,178,2026-07-12,292,1,20.86,20.86,Pending,
207,4686,2025-06-27,393,4,19.8,79.2,Completed,2025-06-30
208,1945,2021-12-12,456,1,50.98,50.98,Completed,2021-12-19
209,7861,2021-12-31,347,4,106.88,427.52,Completed,2022-01-03
210,1949,2023-02-27,11,6,91.94,551.64,Completed,2023-03-05
211,1349,2025-06-26,428,3,28.5,85.5,Completed,2025-06-28
212,3576,2025-07-19,30,5,13.54,67.7,Completed,2025-07-30
213,8261,2025-10-02,194,4,32.34,129.36,Cancelled,2025-10-06
214,6614,2024-04-03,269,2,16.25,32.5,Pending,
215,7512,2026-05-03,417,2,133.25,266.5,Cancelled,2026-05-06
216,2592,2026-01-25,281,2,13.17,26.34,Completed,2026-01-29
217,7818,2024-09-07,445,4,191.02,764.08,Completed,2024-09-18
218,4445,2026-03-17,214,4,54.07,216.28,Completed,2026-03-30
219,3515,2025-08-04,335,1,111.39,111.39,Completed,2025-08-16
220,8282,2026-06-29,352,4,139.62,558.48,Completed,2026-07-13
221,3997,2021-03-22,43,2,33.54,67.08,Completed,2021-04-03
222,8161,2026-02-25,146,4,59.89,239.56,Cancelled,2026-02-25
223,1761,2020-09-06,252,1,18.48,18.48,Completed,2020-09-13
224,833,2025-09-14,121,4,315.29,1261.16,Completed,2025-09-17
225,6558,2026-06-25,183,2,31.84,63.68,Completed,2026-07-06
226,5022,2025-07-15,310,1,31.7,31.7,Cancelled,2025-07-21
227,8687,2025-10-12,60,1,25.22,25.22,Completed,2025-10-25
228,7086,2026-04-03,490,1,74.1,74.1,Completed,2026-04-11
229,7343,2026-04-03,314,5,47.66,238.3,Completed,2026-04-11
230,9712,2025-03-03,25,1,23.96,23.96,Completed,2025-03-11
231,8081,2025-08-29,31,1,184.4,184.4,Cancelled,2025-09-02
232,1184,2026-01-25,478,2,61.82,123.64,Completed,2026-01-25
233,2229,2026-07-09,440,3,108.24,324.72,Completed,2026-07-09
234,4734,2024-10-08,218,4,8.57,34.28,Completed,2024-10-22
235,7207,2024-01-29,347,4,109.48,437.92,Completed,2024-02-10
236,2797,2024-02-17,149,1,187.98,187.98,Completed,2024-02-27
237,3555,2025-08-28,23,3,58.59,175.77,Pending,
238,786,2026-08-27,145,4,8.39,33.56,Completed,2026-08-30
239,2463,2023-04-07,358,2,107.83,215.66,Pending,
240,4569,2023-03-03,56,4,17.64,70.56,Completed,2023-03-10
241,1679,2025-02-07,5,4,13.95,55.8,Completed,2025-02-08
242,2125,2022-07-24,352,1,139.0,139.0,Completed,2022-07-26
243,3998,2023-11-08,119,1,75.99,75.99,Completed,2023-11-22
244,1847,2026-08-04,136,2,24.34,48.68,Pending,
245,8766,2024-02-21,366,1,9.1,9.1,Pending,
246,573,2025-03-17,351,6,163.76,982.56,Completed,2025-03-20
247,4847,2022-12-01,293,2,134.42,268.84,Completed,2022-12-08
248,2590,2026-06-27,448,5,67.25,336.25,Completed,2026-07-04
249,4776,2023-08-09,343,1,382.3,382.3,Completed,2023-08-15
250,3680,2026-06-02,257,2,65.8,131.6,Completed,2026-06-02
251,8585,2025-06-16,65,4,100.44,401.76,Pending,
252,5944,2026-06-08,256,2,12.52,25.04,Pending,
253,8464,2026-01-24,475,2,101.45,202.9,Completed,2026-01-26
254,9411,2025-12-26,137,1,396.36,396.36,Pending,
255,6849,2021-12-23,235,1,4.24,4.24,Completed,2021-12-23
256,5242,2022-08-20,468,2,22.68,45.36,Completed,2022-09-03
257,3002,2025-12-21,264,5,6.07,30.35,Completed,2025-12-24
258,4161,2023-06-05,106,5,47.93,239.65,Completed,2023-06-14
259,2573,2026-01-02,214,1,52.5,52.5,Completed,2026-01-10
260,4433,2025-10-15,80,2,29.98,59.96,Completed,2025-10-26
261,3592,2022-02-12,296,2,119.25,238.5,Completed,2022-02-22
262,7587,2026-08-28,486,1,396.36,396.36,Completed,2026-08-28
263,2725,2025-03-28,213,8,77.97,623.76,Completed,2025-04-02
264,3286,2021-08-26,360,1,188.38,188.38,Completed,2021-09-03
265,6429,2026-08-28,403,8,270.14,2161.12,Pending,
266,6678,2026-04-25,98,5,198.67,993.35,Completed,2026-05-05
267,9771,2026-03-05,290,1,69.92,69.92,Completed,2026-03-10
268,8650,2021-08-13,296,1,121.99,121.99,Completed,2021-08-22
269,3435,2023-04-17,248,3,51.65,154.95,Completed,2023-04-21
270,8805,2026-03-20,417,1,143.84,143.84,Completed,2026-04-01
271,5357,2025-06-12,94,1,66.36,66.36,Completed,2025-06-22
272,6724,2023-10-20,265,3,70.21,210.63,Completed,2023-10-24
273,4468,2025-03-04,483,7,156.13,1092.91,Completed,2025-03-18
274,248,2025-07-22,277,2,73.79,147.58,Cancelled,2025-07-25
275,7715,2024-06-13,304,2,41.54,83.08,Completed,2024-06-16
276,7485,2025-04-07,133,3,102.33,306.99,Completed,2025-04-07
277,49,2026-06-04,226,1,93.04,93.04,Completed,2026-06-15
278,5970,2026-05-31,142,1,101.66,101.66,Completed,2026-06-01
279,7593,2024-05-03,268,2,23.94,47.88,Completed,2024-05-10
280,9706,2023-06-05,214,2,48.48,96.96,Completed,2023-06-06
281,1842,2026-01-17,348,3,126.58,379.74,Pending,
282,4724,2026-01-19,86,2,60.01,120.02,Pending,
283,1301,2021-10-15,357,1,16.39,16.39,Pending,
284,8341,2023-12-12,283,1,124.44,124.44,Completed,2023-12-22
285,9664,2025-06-27,482,3,346.85,1040.55,Completed,2025-07-02
286,3412,2023-07-02,333,3,186.96,560.88,Cancelled,2023-07-07
287,4143,2026-01-12,389,2,50.52,101.04,Completed,2026-01-16
288,8431,2025-03-05,165,7,320.08,2240.56,Completed,2025-03-10
289,70,2025-07-23,308,1,34.92,34.92,Completed,2025-07-28
290,2020,2023-01-03,47,1,54.53,54.53,Cancelled,2023-01-09
291,2203,2024-12-19,299,3,19.37,58.11,Completed,2024-12-27
292,633,2025-02-21,121,4,337.75,1351.0,Pending,
293,9756,2022-12-17,244,2,24.17,48.34,Pending,
294,5116,2026-05-03,382,1,15.34,15.34,Cancelled,2026-05-09
295,7638,2025-01-13,472,4,54.37,217.48,Completed,2025-01-16
296,4329,2021-11-29,72,6,28.16,168.96,Completed,2021-12-01
297,8642,2026-05-21,179,3,10.32,30.96,Completed,2026-05-26
298,8352,2026-07-15,465,1,15.37,15.37,Completed,2026-07-29
299,6976,2022-07-28,154,1,82.99,82.99,Completed,2022-08-02
300,4213,2026-04-08,418,1,109.73,109.73,Cancelled,2026-04-17
301,4682,2024-09-29,157,1,153.47,153.47,Pending,
302,4734,2021-10-05,123,3,16.06,48.18,Completed,2021-10-17
303,4282,2026-08-07,420,3,60.48,181.44,Completed,2026-08-11
304,8184,2025-07-04,209,1,24.73,24.73,Completed,2025-07-13
305,6552,2025-07-22,256,5,12.59,62.95,Cancelled,2025-08-04
306,8004,2022-08-10,382,3,14.99,44.97,Completed,2022-08-18
307,7467,2024-03-28,210,1,12.12,12.12,Pending,
308,4708,2026-04-12,327,1,9.06,9.06,Completed,2026-04-24
309,5627,2023-06-16,494,2,82.46,164.92,Completed,2023-06-22
310,4404,2026-07-18,222,2,19.57,39.14,Pending,
311,7338,2023-10-13,172,2,14.7,29.4,Cancelled,2023-10-23
312,8676,2026-05-17,186,3,36.31,108.93,Completed,2026-05-18
313,438,2025-03-26,258,1,31.04,31.04,Completed,2025-04-02
314,1397,2026-04-07,197,1,19.07,19.07,Completed,2026-04-12
315,5342,2026-04-14,420,4,57.58,230.32,Completed,2026-04-19
316,950,2026-07-30,264,6,6.14,36.84,Completed,2026-08-03
317,9076,2024-04-10,203,8,209.03,1672.24,Pending,
318,9894,2022-07-25,341,6,18.53,111.18,Completed,2022-07-25
319,2502,2025-04-15,411,1,29.97,29.97,Pending,
320,6325,2025-12-23,361,1,32.81,32.81,Completed,2026-01-06
321,5833,2025-02-20,283,1,134.31,134.31,Completed,2025-02-22
322,802,2026-07-31,341,4,18.77,75.08,Pending,
323,6322,2024-09-01,123,2,16.07,32.14,Completed,2024-09-01
324,6478,2026-01-17,288,5,105.39,526.95,Pending,
325,8621,2025-01-21,403,3,260.12,780.36,Completed,2025-01-27
326,5186,2023-08-17,431,1,24.62,24.62,Cancelled,2023-08-18
327,2425,2022-08-08,352,1,132.72,132.72,Completed,2022-08-12
328,8206,2025-06-24,472,5,53.6,268.0,Completed,2025-06-26
329,2969,2026-08-21,487,5,107.37,536.85,Pending,
330,8825,2025-05-18,352,7,138.65,970.55,Cancelled,2025-05-31
331,2518,2026-06-04,376,3,60.94,182.82,Pending,
332,7028,2026-02-11,184,3,43.31,129.93,Completed,2026-02-14
333,8759,2025-11-10,282,2,66.03,132.06,Completed,2025-11-22
334,8084,2026-07-07,40,6,139.62,837.72,Completed,2026-07-16
335,3927,2026-07-07,342,1,62.98,62.98,Completed,2026-07-07
336,3269,2026-02-13,195,1,132.66,132.66,Completed,2026-02-22
337,8568,2023-06-06,219,1,37.72,37.72,Completed,2023-06-08
338,2008,2026-02-04,352,4,127.52,510.08,Cancelled,2026-02-06
339,1895,2024-07-25,283,3,122.62,367.86,Pending,
340,9091,2026-08-24,496,2,27.49,54.98,Pending,
341,9643,2024-07-21,367,1,7.79,7.79,Completed,2024-07-26
342,2293,2025-03-18,325,2,74.42,148.84,Completed,2025-03-31
343,240,2024-12-29,340,1,45.3,45.3,Completed,2025-01-11
344,2877,2026-07-13,289,3,11.89,35.67,Completed,2026-07-26
345,219,2026-08-04,233,2,43.77,87.54,Completed,2026-08-15
346,2657,2024-10-04,85,4,103.89,415.56,Cancelled,2024-10-05
347,1207,2026-08-30,48,4,9.8,39.2,Cancelled,2026-08-30
348,9578,2024-05-18,118,3,56.49,169.47,Completed,2024-05-20
349,991,2024-07-12,271,3,24.25,72.75,Pending,
350,909,2026-03-23,383,2,22.94,45.88,Cancelled,2026-03-29
351,2032,2026-08-16,103,1,29.56,29.56,Completed,2026-08-24
352,6335,2024-07-28,197,2,18.63,37.26,Completed,2024-08-07
353,6569,2026-07-06,22,1,36.23,36.23,Pending,
354,4492,2024-06-27,224,3,81.51,244.53,Pending,
355,3666,2026-06-12,474,1,148.93,148.93,Completed,2026-06-15
356,5031,2026-02-03,356,1,71.07,71.07,Pending,
357,5276,2020-04-02,374,3,66.25,198.75,Completed,2020-04-05
358,6789,2026-07-18,84,6,19.03,114.18,Completed,2026-07-28
359,4176,2026-08-05,202,2,91.38,182.76,Completed,2026-08-06
360,2694,2026-08-01,65,1,100.29,100.29,Completed,2026-08-11
361,5554,2022-11-17,270,1,75.37,75.37,Completed,2022-11-20
362,4749,2024-08-09,370,4,228.75,915.0,Completed,2024-08-20
363,2117,2026-08-28,246,1,100.72,100.72,Completed,2026-08-30
364,8181,2026-01-03,484,3,21.16,63.48,Completed,2026-01-09
365,6387,2022-12-03,380,2,11.09,22.18,Completed,2022-12-13
366,1416,2024-09-25,278,2,14.28,28.56,Pending,
367,5452,2022-11-20,406,3,14.8,44.4,Completed,2022-11-23
368,1561,2026-02-09,161,2,26.62,53.24,Pending,
369,178,2026-08-26,359,4,26.8,107.2,Completed,2026-08-30
370,3232,2021-06-15,305,1,129.93,129.93,Completed,2021-06-21
371,2195,2026-01-12,438,1,226.42,226.42,Completed,2026-01-15
372,6319,2023-06-29,492,6,91.1,546.6,Completed,2023-07-05
373,6952,2026-04-13,350,6,71.88,431.28,Completed,2026-04-22
374,2987,2026-07-29,388,1,122.62,122.62,Completed,2026-08-11
375,5269,2022-02-20,373,1,131.77,131.77,Pending,
376,8975,2026-07-02,57,4,32.38,129.52,Completed,2026-07-02
377,9695,2025-12-18,338,2,5.68,11.36,Completed,2025-12-20
378,2482,2026-07-22,405,4,80.9,323.6,Completed,2026-07-24
379,8449,2022-05-16,474,5,141.61,708.05,Completed,2022-05-19
380,5173,2026-06-19,96,3,19.07,57.21,Completed,2026-06-30
381,9199,2025-11-10,264,2,6.38,12.76,Completed,2025-11-13
382,2757,2025-10-18,488,2,12.38,24.76,Pending,
383,8522,2026-07-24,496,1,26.49,26.49,Completed,2026-08-02
384,4498,2025-06-16,323,2,96.18,192.36,Completed,2025-06-24
385,1493,2026-07-01,360,4,168.02,672.08,Completed,2026-07-05
386,3924,2026-06-29,190,2,28.13,56.26,Completed,2026-07-02
387,4326,2026-03-10,213,2,68.33,136.66,Completed,2026-03-24
388,2544,2022-06-11,346,2,67.49,134.98,Completed,2022-06-18
389,6095,2025-12-15,67,3,60.04,180.12,Completed,2025-12-18
390,4518,2026-04-29,187,1,151.54,151.54,Completed,2026-05-03
391,9194,2025-12-24,46,6,18.82,112.92,Completed,2025-12-26
392,2150,2026-08-19,497,2,133.7,267.4,Pending,
393,417,2025-08-02,118,1,51.85,51.85,Completed,2025-08-09
394,1860,2024-03-28,241,5,82.01,410.05,Completed,2024-04-03
395,3309,2024-01-28,337,6,94.82,568.92,Cancelled,2024-02-05
396,7641,2024-06-10,455,1,229.36,229.36,Completed,2024-06-12
397,5621,2024-02-04,309,2,13.94,27.88,Completed,2024-02-07
398,8782,2026-01-25,234,1,87.3,87.3,Completed,2026-02-08
399,8215,2024-11-02,417,1,127.05,127.05,Completed,2024-11-08
400,3239,2023-04-15,394,7,9.44,66.08,Pending,
401,5246,2026-06-27,281,3,12.09,36.27,Pending,
402,9363,2026-05-15,296,2,124.01,248.02,Completed,2026-05-18
403,4759,2023-07-21,126,4,323.72,1294.88,Completed,2023-07-22
404,471,2025-12-24,50,4,36.98,147.92,Completed,2025-12-26
405,909,2023-10-30,103,1,31.9,31.9,Completed,2023-11-12
406,4196,2026-08-03,284,4,68.16,272.64,Completed,2026-08-03
407,5689,2025-03-16,325,2,70.08,140.16,Cancelled,2025-03-23
